"Id","ParentId","PostTypeId","CreationDate","ViewCount","Title","Title_cleaned","Body","Tags","code","has_code","Body_stripped","Body_stopwords","Body_stemmed","Body_stemmed_no_punctuation","Tags_cleaned","AnswerCount"
6968183,,1,"2011-08-06",185,"Comment System Question","Comment System Question","<p>I am wondering if somebody knows about a free (or cheap) php/mysql ""plugin"" comment system that can be added to any web pages.(beside commentics, old guy script or disqus, they are not exactly suitable for my purpose!)
I am interested in a comment system that allows replies, rating and allos also the user to load his/her picture.</p>

<p>Thanks,</p>

<p>Carly </p>
","<plugins><system><comments>",,"false","I am wondering if somebody knows about a free (or cheap) php/mysql ""plugin"" comment system that can be added to any web pages.(beside commentics, old guy script or disqus, they are not exactly suitable for my purpose!)
I am interested in a comment system that allows replies, rating and allos also the user to load his/her picture.

Thanks,

Carly 
","I wondering somebody knows free (or cheap) php/mysql ""plugin"" comment system can added web pages.(beside commentics, old guy script disqus, exactly suitable purpose!) I interested comment system allows replies, rating allos also user load his/her picture. Thanks, Carly","I wonder somebodi know free (or cheap) php/mysql ""plugin"" comment system can ad web pages.(besid commentics, old guy script disqus, exact suitabl purpose!) I interest comment system allow replies, rate allo also user load his/her picture. Thanks, Car","I wonder somebodi know free or cheap phpmysql ""plugin"" comment system can ad web pagesbesid commentics old guy script disqus exact suitabl purpose I interest comment system allow replies rate allo also user load hisher picture Thanks Car","plugins system comments",1
30803522,,1,"2015-06-12",172,"Delete empty rows in Excel comment using VBA","Delete empty rows Excel comment using VBA","<p>I have a problem specifying specific information contained in Excel Cell Comments.  I have multiple comments in multiple workbooks that total more than 1M so I am looking for a way that I can apply a routine to clean a workbook, then maybe incorporate it into Workbook_Open() for all of the workbooks.</p>

<p>Example Comment - There could be one blank row or twenty before the first line of text, between any two lines of text or after the last line of text.</p>

<pre></pre>

<p>I have a small routine that sort of does the trick.</p>

<pre></pre>

<p>End Sub</p>

<p>The only problem with this is that it puts all of the Comment data on a single row as indicated below.</p>

<pre></pre>

<p>What I would like is that it returned as indicated below, with or without the blank row between text:</p>

<pre></pre>

<p>What I am looking for is a way to distinguish between rows in the Comment that have text and those that have no visible text, but may have a space or several spaces, vbNull, vbNullChar, vbNullString or any other non-printable information.  The problem that I am facing is to understand how to determine what line of the Comment is being looked at, or is it the Comment as a whole?</p>

<p>Any help on this would be most appreciated.  I have searched everywhere I could and nothing has provided me a way to address the issue without putting all text in a single line.</p>
","<excel><vba><excel-vba><comments>","[""**\n\n\n\n\n\n\n\n\n\nMay 8\n\n\n\n\n\n\nJune 1\n\n\n\n\n\n\n**\n"", ""Sub RemoveBlankCommentRows()\nDim c As Comment\n\nFor Each c In ActiveSheet.Comments\n    c.Text Replace(c.Text, \""\"" &amp; Chr(10), \"" \"")\n    rng.Comment.Shape.TextFrame.AutoSize = True\nNext c\n"", ""**May 8  June 1**\n"", ""**May 8\n\nJune 1**\n""]","true","I have a problem specifying specific information contained in Excel Cell Comments.  I have multiple comments in multiple workbooks that total more than 1M so I am looking for a way that I can apply a routine to clean a workbook, then maybe incorporate it into Workbook_Open() for all of the workbooks.

Example Comment - There could be one blank row or twenty before the first line of text, between any two lines of text or after the last line of text.



I have a small routine that sort of does the trick.



End Sub

The only problem with this is that it puts all of the Comment data on a single row as indicated below.



What I would like is that it returned as indicated below, with or without the blank row between text:



What I am looking for is a way to distinguish between rows in the Comment that have text and those that have no visible text, but may have a space or several spaces, vbNull, vbNullChar, vbNullString or any other non-printable information.  The problem that I am facing is to understand how to determine what line of the Comment is being looked at, or is it the Comment as a whole?

Any help on this would be most appreciated.  I have searched everywhere I could and nothing has provided me a way to address the issue without putting all text in a single line.
","I problem specifying specific information contained Excel Cell Comments. I multiple comments multiple workbooks total 1M I looking way I can apply routine clean workbook, maybe incorporate Workbook_Open() workbooks. Example Comment - There one blank row twenty first line text, two lines text last line text. I small routine sort trick. End Sub The problem puts Comment data single row indicated below. What I like returned indicated below, without blank row text: What I looking way distinguish rows Comment text visible text, may space several spaces, vbNull, vbNullChar, vbNullString non-printable information. The problem I facing understand determine line Comment looked at, Comment whole? Any help appreciated. I searched everywhere I nothing provided way address issue without putting text single line.","I problem specifi specif inform contain Excel Cell Comments. I multipl comment multipl workbook total 1M I look way I can appli routin clean workbook, mayb incorpor Workbook_Open() workbooks. Exampl Comment - There one blank row twenti first line text, two line text last line text. I small routin sort trick. End Sub The problem put Comment data singl row indic below. What I like return indic below, without blank row text: What I look way distinguish row Comment text visibl text, may space sever spaces, vbNull, vbNullChar, vbNullStr non-print information. The problem I face understand determin line Comment look at, Comment whole? Ani help appreciated. I search everywher I noth provid way address issu without put text singl line.","I problem specifi specif inform contain Excel Cell Comments I multipl comment multipl workbook total 1M I look way I can appli routin clean workbook mayb incorpor Workbook_Open workbooks Exampl Comment  There one blank row twenti first line text two line text last line text I small routin sort trick End Sub The problem put Comment data singl row indic below What I like return indic below without blank row text What I look way distinguish row Comment text visibl text may space sever spaces vbNull vbNullChar vbNullStr nonprint information The problem I face understand determin line Comment look at Comment whole Ani help appreciated I search everywher I noth provid way address issu without put text singl line","excel vba excel-vba comments",2
45697011,,1,"2017-08-15",163,"Prevent R Studio from 'skipping' comments. Run EACH line","Prevent R Studio skipping comments Run EACH line","<p>After updating R Studio (i'm using 1.0.153), R ignores comments by skipping to the next executable line. I really don't like this, I prefer to send even comments to the console (the way it has always been before recent update). Is it possible to continue sending comments to the console? </p>
","<r><comments><rstudio>",,"false","After updating R Studio (i'm using 1.0.153), R ignores comments by skipping to the next executable line. I really don't like this, I prefer to send even comments to the console (the way it has always been before recent update). Is it possible to continue sending comments to the console? 
","After updating R Studio (i'm using 1.0.153), R ignores comments skipping next executable line. I really like this, I prefer send even comments console (the way always recent update). Is possible continue sending comments console?","After updat R Studio (i'm use 1.0.153), R ignor comment skip next execut line. I realli like this, I prefer send even comment consol (the way alway recent update). Is possibl continu send comment console?","After updat R Studio i'm use 10153 R ignor comment skip next execut line I realli like this I prefer send even comment consol the way alway recent update Is possibl continu send comment console","r comments rstudio",1
29307947,,1,"2015-03-27",159,"Show images in comments Visual Studio 2013 Pro","Show images comments Visual Studio 2013 Pro","<p>This package says it is compatible with visual studio 2013 Pro but when I try to install the file .vsix throws an error telling me that is not compatible</p>

<p><a href=""https://github.com/lukesdm/image-comments"" rel=""nofollow"">https://github.com/lukesdm/image-comments</a></p>

<p>I think the .vsix file is outdated but the source code is updated, ¿What are the steps to install the extension from source project downloaded from github, or create a new .vsix file from source project that supports visual studio 2013 pro?</p>
","<image><github><comments><vsix>",,"false","This package says it is compatible with visual studio 2013 Pro but when I try to install the file .vsix throws an error telling me that is not compatible

https://github.com/lukesdm/image-comments

I think the .vsix file is outdated but the source code is updated, ¿What are the steps to install the extension from source project downloaded from github, or create a new .vsix file from source project that supports visual studio 2013 pro?
","This package says compatible visual studio 2013 Pro I try install file .vsix throws error telling compatible https://github.com/lukesdm/image-comments I think .vsix file outdated source code updated, ¿What steps install extension source project downloaded github, create new .vsix file source project supports visual studio 2013 pro?","This packag say compat visual studio 2013 Pro I tri instal file .vsix throw error tell compat https://github.com/lukesdm/image-com I think .vsix file outdat sourc code updated, ¿What step instal extens sourc project download github, creat new .vsix file sourc project support visual studio 2013 pro?","This packag say compat visual studio 2013 Pro I tri instal file vsix throw error tell compat httpsgithubcomlukesdmimagecom I think vsix file outdat sourc code updated ¿What step instal extens sourc project download github creat new vsix file sourc project support visual studio 2013 pro","image github comments vsix",1
2303477,,1,"2010-02-20",157,"""New Content Avaliable!"" PHP message checking a cookie","""New Content Avaliable"" PHP message checking cookie","<p>I'm trying to set up a cookie which would store the time when the user leaves a website, so in the next visit he can find a ""There's new content"" message (if any) - checked against his ""last seen"" stored time.</p>

<p>The things I'm stuck with are two : how do I send a cookie when he <em>leaves</em> the site ? And, then, how do I check that data when he comes back, compared to the last published content's time ?</p>

<p>This is the code I have by now :</p>

<pre></pre>

<p>As you see, I imagine a function called  that I have still to figure out, but my main concern would still be the moment in which the cookie is sent.</p>

<p>Many thanks for any input / alternative solution.</p>
","<php><session><comments><cookies>","[""&lt;!-- I send the cookie --&gt;\n\n    &lt;?php\n\n        // How long should something be considered new for? (In seconds.)\n        // seconds * minutes * hours * days\n        // Default is 72 hours (3 days).\n\n        $stillnew = 60*60*24*3;\n\n        setcookie('CookiePublishing', time()-$stillnew, time()+60*60*24*30, '/');\n\n    ?&gt;\n\n&lt;!--I check the cookie and print --&gt;\n\n    &lt;?php\n\n        $entrydate = last_comment_time();\n\n        if ($_COOKIE['CookiePublishing'] &lt; $entrydate) {\n        echo '&lt;p&gt;New Comment!&lt;/p&gt;';\n        }\n\n    ?&gt;  \n"", ""last_comment_time()""]","true","I'm trying to set up a cookie which would store the time when the user leaves a website, so in the next visit he can find a ""There's new content"" message (if any) - checked against his ""last seen"" stored time.

The things I'm stuck with are two : how do I send a cookie when he leaves the site ? And, then, how do I check that data when he comes back, compared to the last published content's time ?

This is the code I have by now :



As you see, I imagine a function called  that I have still to figure out, but my main concern would still be the moment in which the cookie is sent.

Many thanks for any input / alternative solution.
","I'm trying set cookie store time user leaves website, next visit can find ""There's new content"" message (if any) - checked ""last seen"" stored time. The things I'm stuck two : I send cookie leaves site ? And, then, I check data comes back, compared last published content's time ? This code I now : As see, I imagine function called I still figure out, main concern still moment cookie sent. Many thanks input / alternative solution.","I'm tri set cooki store time user leav website, next visit can find ""There new content"" messag (if any) - check ""last seen"" store time. The thing I'm stuck two : I send cooki leav site ? And, then, I check data come back, compar last publish content time ? This code I now : As see, I imagin function call I still figur out, main concern still moment cooki sent. Mani thank input / altern solution.","I'm tri set cooki store time user leav website next visit can find ""There new content"" messag if any  check ""last seen"" store time The thing I'm stuck two  I send cooki leav site  And then I check data come back compar last publish content time  This code I now  As see I imagin function call I still figur out main concern still moment cooki sent Mani thank input  altern solution","php session comments cookies",3
13540515,,1,"2012-11-24",155,"Bash: Starting each line of a command output with a comment symbol","Bash Starting line command output comment symbol","<p>I have a command that outputs three lines like this:</p>

<pre></pre>

<p>I need to append each of those lines into a data file for Gnuplot, where there is no ""comment block"", and thus you can only prepend the ""#"" symbol to each line. I'm scripting this whole process in bash, how do I substitute a  for  in bash?</p>
","<bash><comments><substitution>","[""L1\nL2\nL3\n"", ""\\n"", ""\\n#""]","true","I have a command that outputs three lines like this:



I need to append each of those lines into a data file for Gnuplot, where there is no ""comment block"", and thus you can only prepend the ""#"" symbol to each line. I'm scripting this whole process in bash, how do I substitute a  for  in bash?
","I command outputs three lines like this: I need append lines data file Gnuplot, ""comment block"", thus can prepend ""#"" symbol line. I'm scripting whole process bash, I substitute bash?","I command output three line like this: I need append line data file Gnuplot, ""comment block"", thus can prepend ""#"" symbol line. I'm script whole process bash, I substitut bash?","I command output three line like this I need append line data file Gnuplot ""comment block"" thus can prepend """" symbol line I'm script whole process bash I substitut bash","bash comments substitution",1
13569848,,1,"2012-11-26",153,"Ajax and Facebook comments","Ajax Facebook comments","<p>I'm developing my own website for my projects. The Project Tab works with Ajax, and users can comment on each project. The problem is that when I use ajax to call a project page, those project comments do not load.</p>

<p>I've read everywhere that I need to parse this new code, but I don't know how. Can someone please explain me step by step how to do it?</p>

<p>PS: The comments work when I reload the page.</p>
","<ajax><facebook><plugins><comments><reload>",,"false","I'm developing my own website for my projects. The Project Tab works with Ajax, and users can comment on each project. The problem is that when I use ajax to call a project page, those project comments do not load.

I've read everywhere that I need to parse this new code, but I don't know how. Can someone please explain me step by step how to do it?

PS: The comments work when I reload the page.
","I'm developing website projects. The Project Tab works Ajax, users can comment project. The problem I use ajax call project page, project comments load. I've read everywhere I need parse new code, I know how. Can someone please explain step step it? PS: The comments work I reload page.","I'm develop websit projects. The Project Tab work Ajax, user can comment project. The problem I use ajax call project page, project comment load. I've read everywher I need pars new code, I know how. Can someon pleas explain step step it? PS: The comment work I reload page.","I'm develop websit projects The Project Tab work Ajax user can comment project The problem I use ajax call project page project comment load I've read everywher I need pars new code I know how Can someon pleas explain step step it PS The comment work I reload page","ajax facebook plugins comments reload",1
24575480,,1,"2014-07-04",147,"Commenting a comment block","Commenting comment block","<p>I have a PHP code with a comment block:</p>

<pre></pre>

<p>Now, I want to comment the whole function, so I put it in a comment block:</p>

<pre></pre>

<p>And obviously, comment stops at the first .
Currently, I change the  and  to  and  in order to escape them.</p>

<pre></pre>

<p>But I need to switch it back to  and  when I want to un-comment the whole function.</p>

<p>If I use  comments, using Ctrl+q shortcut from Notepad++, code lines switches to comment, and comment switches to code so function becomes:</p>

<pre></pre>

<p><strong>Is there a prettier way to escape  comment ending tag in a comment block?</strong></p>
","<php><comments>","[""function foo()\n{\n    $bar = true;\n    /*\n        Foo and bar do shopping\n    */\n    // and bars goes back alone\n    return $bar;\n}\n"", ""/*\nfunction foo()\n{\n    $bar = true;\n    /*\n        Foo and bar do shopping\n    */\n    // and bars goes back alone\n    return $bar;\n}\n*/\n"", ""*/"", ""/*"", ""*/"", ""/+"", ""+/"", ""/*\nfunction foo()\n{\n    $bar = true;\n    /+\n        Foo and bar do shopping\n    +/\n    // and bars goes back alone\n    return $bar;\n}\n*/\n"", ""/*"", ""*/"", ""//"", ""// function foo()\n// {\n    // $bar = true;\n    // /*\n        //Foo and bar do shopping\n    //*/\n    and bars goes back alone\n    // return $bar;\n// }\n"", ""*/""]","true","I have a PHP code with a comment block:



Now, I want to comment the whole function, so I put it in a comment block:



And obviously, comment stops at the first .
Currently, I change the  and  to  and  in order to escape them.



But I need to switch it back to  and  when I want to un-comment the whole function.

If I use  comments, using Ctrl+q shortcut from Notepad++, code lines switches to comment, and comment switches to code so function becomes:



Is there a prettier way to escape  comment ending tag in a comment block?
","I PHP code comment block: Now, I want comment whole function, I put comment block: And obviously, comment stops first . Currently, I change order escape them. But I need switch back I want un-comment whole function. If I use comments, using Ctrl+q shortcut Notepad++, code lines switches comment, comment switches code function becomes: Is prettier way escape comment ending tag comment block?","I PHP code comment block: Now, I want comment whole function, I put comment block: And obviously, comment stop first . Currently, I chang order escap them. But I need switch back I want un-com whole function. If I use comments, use Ctrl+q shortcut Notepad++, code line switch comment, comment switch code function becomes: Is prettier way escap comment end tag comment block?","I PHP code comment block Now I want comment whole function I put comment block And obviously comment stop first  Currently I chang order escap them But I need switch back I want uncom whole function If I use comments use Ctrlq shortcut Notepad code line switch comment comment switch code function becomes Is prettier way escap comment end tag comment block","php comments",2
699180,,1,"2009-03-30",146,"Universal Comment Identifier for .NET","Universal Comment Identifier NET","<p>What is the most prohibitive aspect of having a universal comment identifier for all .net languages?</p>

<p>For example, in each language the symbol ""??"" would identify a comment.  (I'm not saying that it <em>should</em> be ""??""... just an example.)</p>
","<.net><comments>",,"false","What is the most prohibitive aspect of having a universal comment identifier for all .net languages?

For example, in each language the symbol ""??"" would identify a comment.  (I'm not saying that it should be ""??""... just an example.)
","What prohibitive aspect universal comment identifier .net languages? For example, language symbol ""??"" identify comment. (I'm saying ""??""... just example.)","What prohibit aspect univers comment identifi .net languages? For example, languag symbol ""??"" identifi comment. (I'm say ""??""... just example.)","What prohibit aspect univers comment identifi net languages For example languag symbol """" identifi comment I'm say """" just example",".net comments",5
2989522,,1,"2010-06-07",136,"Documentation style: how do you differentiate variable names from the rest of the text within a comment?","Documentation style differentiate variable names rest text within comment","<p>This is a quite superfluous and uninteresting question, I'm afraid, but I always wonder about this. When you're commenting code with inline comments (as opposed to comments that will appear in the generated documentation) and the name of a variable appears in the comment, how do you differentiate it from normal text? E.g.:</p>

<pre></pre>

<p>In the comment, ""type"" is the name of the variable. Do you mark it in any way to signify that it's a symbol and not just part of the comment's text? I've seen things like this:</p>

<pre></pre>

<p>And also:</p>

<pre></pre>

<p>(I don't think the last one is very helpful; it's a bit confusing; you could think ""variable"" is an adjective there)</p>

<p>Do you have any preference? I find that I need to use some kind of marker; otherwise the comments are sometimes ambiguous, or at least force you to reread them when you realise a particular word in the comment was actually the name of a variable.</p>

<p>(In comments that will appear in the documentation I use the appropriate tags for the generator, of course: @code, &lt;code&gt;&lt;/code&gt;, etc)</p>

<p>Thanks!</p>
","<documentation><coding-style><comments>","[""// Try to parse type.\nparsedType = tryParse(type);\n"", ""// Try to parse \""type\"".\n// Try to parse 'type'.\n// Try to parse *type*.\n// Try to parse &lt;type&gt;.\n// Try to parse [type].\n"", ""// Try to parse variable type.\n""]","true","This is a quite superfluous and uninteresting question, I'm afraid, but I always wonder about this. When you're commenting code with inline comments (as opposed to comments that will appear in the generated documentation) and the name of a variable appears in the comment, how do you differentiate it from normal text? E.g.:



In the comment, ""type"" is the name of the variable. Do you mark it in any way to signify that it's a symbol and not just part of the comment's text? I've seen things like this:



And also:



(I don't think the last one is very helpful; it's a bit confusing; you could think ""variable"" is an adjective there)

Do you have any preference? I find that I need to use some kind of marker; otherwise the comments are sometimes ambiguous, or at least force you to reread them when you realise a particular word in the comment was actually the name of a variable.

(In comments that will appear in the documentation I use the appropriate tags for the generator, of course: @code, &lt;code&gt;&lt;/code&gt;, etc)

Thanks!
","This quite superfluous uninteresting question, I'm afraid, I always wonder this. When commenting code inline comments (as opposed comments will appear generated documentation) name variable appears comment, differentiate normal text? E.g.: In comment, ""type"" name variable. Do mark way signify symbol just part comment's text? I've seen things like this: And also: (I think last one helpful; bit confusing; think ""variable"" adjective there) Do preference? I find I need use kind marker; otherwise comments sometimes ambiguous, least force reread realise particular word comment actually name variable. (In comments will appear documentation I use appropriate tags generator, course: @code, &lt;code&gt;&lt;/code&gt;, etc) Thanks!","This quit superflu uninterest question, I'm afraid, I alway wonder this. When comment code inlin comment (as oppos comment will appear generat documentation) name variabl appear comment, differenti normal text? E.g.: In comment, ""type"" name variable. Do mark way signifi symbol just part comment text? I've seen thing like this: And also: (I think last one helpful; bit confusing; think ""variable"" adject there) Do preference? I find I need use kind marker; otherwis comment sometim ambiguous, least forc reread realis particular word comment actual name variable. (In comment will appear document I use appropri tag generator, course: @code, &lt;code&gt;&lt;/code&gt;, etc) Thanks!","This quit superflu uninterest question I'm afraid I alway wonder this When comment code inlin comment as oppos comment will appear generat documentation name variabl appear comment differenti normal text Eg In comment ""type"" name variable Do mark way signifi symbol just part comment text I've seen thing like this And also I think last one helpful; bit confusing; think ""variable"" adject there Do preference I find I need use kind marker; otherwis comment sometim ambiguous least forc reread realis particular word comment actual name variable In comment will appear document I use appropri tag generator course @code &lt;code&gt;&lt;code&gt; etc Thanks","documentation coding-style comments",6
3446340,,1,"2010-08-10",131,"What's a good way to make a type a plural when writing comments?","Whats good way make type plural writing comments","<p>When writing comments, I sometimes find myself needing to talk about a type (class, struct, etc.) in plural when writing comments, such as:</p>

<pre></pre>

<p>The problem is, the type name is singular (namely, ), but I want to talk about them in plural in comments.</p>

<p>If I say , it suggests to the reader it's talking about a type called , which is not the case.  If I say , it looks awkward because it's not grammatically correct (it's either possessive or ""Thing is"", not plural).  I could talk around the problem and say </p>

<p>What's a good convention to stick to when writing plurals of types?</p>
","<comments><comment-conventions>","[""/*\n * getThings\n *    Get a list of --&gt; Things &lt;-- from somewhere.\n */\nThing *getThings(void);\n"", ""Thing"", ""Things"", ""Things"", ""Thing's"", ""a list of Thing items""]","true","When writing comments, I sometimes find myself needing to talk about a type (class, struct, etc.) in plural when writing comments, such as:



The problem is, the type name is singular (namely, ), but I want to talk about them in plural in comments.

If I say , it suggests to the reader it's talking about a type called , which is not the case.  If I say , it looks awkward because it's not grammatically correct (it's either possessive or ""Thing is"", not plural).  I could talk around the problem and say 

What's a good convention to stick to when writing plurals of types?
","When writing comments, I sometimes find needing talk type (class, struct, etc.) plural writing comments, as: The problem is, type name singular (namely, ), I want talk plural comments. If I say , suggests reader talking type called , case. If I say , looks awkward grammatically correct (it's either possessive ""Thing is"", plural). I talk around problem say What's good convention stick writing plurals types?","When write comments, I sometim find need talk type (class, struct, etc.) plural write comments, as: The problem is, type name singular (namely, ), I want talk plural comments. If I say , suggest reader talk type call , case. If I say , look awkward grammat correct (it either possess ""Thing is"", plural). I talk around problem say What good convent stick write plural types?","When write comments I sometim find need talk type class struct etc plural write comments as The problem is type name singular namely  I want talk plural comments If I say  suggest reader talk type call  case If I say  look awkward grammat correct it either possess ""Thing is"" plural I talk around problem say What good convent stick write plural types","comments comment-conventions",2
19465359,,1,"2013-10-19",122,"how to set databse data in list adapter and select a particluar item of that list after set adapter","set databse data list adapter select particluar item list set adapter","<p>I want to call data from database and set it on list adapter. then wish to select a particular item and display its corresponding info.
 till now  i am able to call data and set List adapter. now how to  select a particular item from list. </p>

<p>i tried converting  data from Comment to string but that don't work.</p>

<pre></pre>
","<android><database><sqlite><comments><listadapter>","["" List&lt;Comment&gt; values = datasource.getAllComments();\n\nArray Adapter&lt;Comment&gt; adapter = new ArrayAdapter&lt;Comment&gt;(this,\n        android.R.layout.simple_list_item_1, values);\n    setListAdapter(adapter);\n""]","true","I want to call data from database and set it on list adapter. then wish to select a particular item and display its corresponding info.
 till now  i am able to call data and set List adapter. now how to  select a particular item from list. 

i tried converting  data from Comment to string but that don't work.


","I want call data database set list adapter. wish select particular item display corresponding info. till now able call data set List adapter. now select particular item list. tried converting data Comment string work.","I want call data databas set list adapter. wish select particular item display correspond info. till now abl call data set List adapter. now select particular item list. tri convert data Comment string work.","I want call data databas set list adapter wish select particular item display correspond info till now abl call data set List adapter now select particular item list tri convert data Comment string work","android database sqlite comments listadapter",1
31436979,,1,"2015-07-15",118,"how to comment out the first occurrence with sed","comment first occurrence sed","<p>I’m trying to comment out a line in a config file with sed and have an issue.</p>

<p>I am using </p>

<p>and it works, but it comments out all occurrences of  in the file. I only want to comment out the first occurrence.</p>

<p>Any idea how I can do this with sed?</p>

<p>Thanks</p>
","<linux><replace><sed><comments>","[""sed –i '/GV()/s/^/#/' filename"", ""GV()""]","true","I’m trying to comment out a line in a config file with sed and have an issue.

I am using 

and it works, but it comments out all occurrences of  in the file. I only want to comment out the first occurrence.

Any idea how I can do this with sed?

Thanks
","I’m trying comment line config file sed issue. I using works, comments occurrences file. I want comment first occurrence. Any idea I can sed? Thanks","I’m tri comment line config file sed issue. I use works, comment occurr file. I want comment first occurrence. Ani idea I can sed? Thank","I’m tri comment line config file sed issue I use works comment occurr file I want comment first occurrence Ani idea I can sed Thank","linux replace sed comments",3
32864667,,1,"2015-09-30",106,"Rating stars crashing","Rating stars crashing","<p>I have issue with product comments in Prestashop 1.6.1.1 (default Bootstrap theme).</p>

<p>When I want to add review, and modal appears, the stars selecting is broken:
<a href=""http://oi60.tinypic.com/260eazs.jpg"" rel=""nofollow"">here is link to picture</a>
(<em>sorry for link, but I haven't reputation to post images, yet</em>)</p>

<p>I have no idea, why it is crashing.</p>

<p>I think it isn't possible to add code of that module in jsfiddle or others, so i add link to my test page of prestashop:
<a href=""http://firmaskiba.lh.pl/ps/"" rel=""nofollow"">link to page</a>
On the page is only one product, try to preview them and add opinion/review.</p>

<p>Have someone any idea?</p>

<p>P.S. Sorry for maybe poor English..</p>
","<twitter-bootstrap-3><comments><prestashop-1.6><rating><review>",,"false","I have issue with product comments in Prestashop 1.6.1.1 (default Bootstrap theme).

When I want to add review, and modal appears, the stars selecting is broken:
here is link to picture
(sorry for link, but I haven't reputation to post images, yet)

I have no idea, why it is crashing.

I think it isn't possible to add code of that module in jsfiddle or others, so i add link to my test page of prestashop:
link to page
On the page is only one product, try to preview them and add opinion/review.

Have someone any idea?

P.S. Sorry for maybe poor English..
","I issue product comments Prestashop 1.6.1.1 (default Bootstrap theme). When I want add review, modal appears, stars selecting broken: link picture (sorry link, I reputation post images, yet) I idea, crashing. I think possible add code module jsfiddle others, add link test page prestashop: link page On page one product, try preview add opinion/review. Have someone idea? P.S. Sorry maybe poor English..","I issu product comment Prestashop 1.6.1.1 (default Bootstrap theme). When I want add review, modal appears, star select broken: link pictur (sorri link, I reput post images, yet) I idea, crashing. I think possibl add code modul jsfiddl others, add link test page prestashop: link page On page one product, tri preview add opinion/review. Have someon idea? P.S. Sorri mayb poor English..","I issu product comment Prestashop 1611 default Bootstrap theme When I want add review modal appears star select broken link pictur sorri link I reput post images yet I idea crashing I think possibl add code modul jsfiddl others add link test page prestashop link page On page one product tri preview add opinionreview Have someon idea PS Sorri mayb poor English","twitter-bootstrap-3 comments prestashop-1.6 rating review",1
27490217,,1,"2014-12-15",103,"Is there anyway to hide/show all blocks of comments?","Is anyway hideshow blocks comments","<p>[I've added c++ as a tag, but I'm not sure if I should... feel free to remove the tag if you don't deem it relevant.]</p>

<p>I have to work with .hpp/*.cpp with so much comments, no one bothers to read them.</p>

<p>To increase readability, I would like a way in emacs to just toggle hiding all blocks of comments, but not hide the code.</p>

<p>Perusing through the manual, there is a way to toggle hiding blocks of comments when hiding blocks of code.  But there doesn't appear to be a way to do what I wish.</p>

<p>Or is there?</p>

<p>thanks.</p>
","<c++><emacs><comments>",,"false","[I've added c++ as a tag, but I'm not sure if I should... feel free to remove the tag if you don't deem it relevant.]

I have to work with .hpp/*.cpp with so much comments, no one bothers to read them.

To increase readability, I would like a way in emacs to just toggle hiding all blocks of comments, but not hide the code.

Perusing through the manual, there is a way to toggle hiding blocks of comments when hiding blocks of code.  But there doesn't appear to be a way to do what I wish.

Or is there?

thanks.
","[I've added c++ tag, I'm sure I should... feel free remove tag deem relevant.] I work .hpp/*.cpp much comments, one bothers read them. To increase readability, I like way emacs just toggle hiding blocks comments, hide code. Perusing manual, way toggle hiding blocks comments hiding blocks code. But appear way I wish. Or there? thanks.","[I've ad c++ tag, I'm sure I should... feel free remov tag deem relevant.] I work .hpp/*.cpp much comments, one bother read them. To increas readability, I like way emac just toggl hide block comments, hide code. Perus manual, way toggl hide block comment hide block code. But appear way I wish. Or there? thanks.","I've ad c tag I'm sure I should feel free remov tag deem relevant I work hppcpp much comments one bother read them To increas readability I like way emac just toggl hide block comments hide code Perus manual way toggl hide block comment hide block code But appear way I wish Or there thanks","c++ emacs comments",1
39278635,,1,"2016-09-01",93,"Javadoc tag for performance considerations","Javadoc tag performance considerations","<p>Is there a javadoc tag for performance considerations? </p>

<p>One could imagine:</p>

<pre></pre>

<p>If it is not built in, is there some de facto custom tag that people use?</p>
","<java><documentation><comments><javadoc>","[""/**\n * ...other javadoc tags...\n * @perform Expected to run in O(n) time if image exists with O(k) memory usage\n */\n public Image getImage(URL url, String name) {\n     //code goes here\n""]","true","Is there a javadoc tag for performance considerations? 

One could imagine:



If it is not built in, is there some de facto custom tag that people use?
","Is javadoc tag performance considerations? One imagine: If built in, de facto custom tag people use?","Is javadoc tag perform considerations? One imagine: If built in, de facto custom tag peopl use?","Is javadoc tag perform considerations One imagine If built in de facto custom tag peopl use","java documentation comments javadoc",4
